id,description
WTf5EgVY5uU_100_104,The image shows a close-up of a person's hands cracking an egg into a glass bowl on a wooden surface.
WTf5EgVY5uU_104_108,"The image shows a close-up of a person's hands mixing a yellow liquid in a glass bowl on a wooden surface. The liquid appears to be beaten eggs, and the person is using a spoon to stir it."
WTf5EgVY5uU_108_116,"The image shows a close-up of a person's hands holding a small glass bowl over a glass bowl containing beaten eggs. The person is sprinkling a white powder, likely salt, over the eggs."
WTf5EgVY5uU_121_135,The image shows a close-up of a hand using a wooden spatula to stir chopped onions and garlic in a frying pan on a stove.
WTf5EgVY5uU_124_128,"The image shows a close-up of a black wok on an electric stove, where a hand is stirring a mixture of chopped garlic and red chili flakes. The hand is using a wooden spatula to stir the contents of the wok."
WTf5EgVY5uU_130_135,"The image shows a close-up of chopped onions being sautéed in a pan. The onions are being stirred with a wooden spoon, and there is a small amount of red sauce visible on the pan's surface."
WTf5EgVY5uU_15_19,The image shows a close-up of a person's hand holding a piece of raw chicken breast on a white cutting board. The hand is using a knife to cut the chicken breast into smaller pieces.
WTf5EgVY5uU_16_24,The image shows a close-up of a person's hand using a knife to cut a piece of raw meat on a white cutting board. The meat appears to be raw and is being sliced into smaller pieces.
WTf5EgVY5uU_18_23,The image shows a close-up of a person's hand holding a piece of raw meat over a white cutting board. The hand appears to be in the process of cutting the meat into smaller pieces.
WTf5EgVY5uU_218_236,"The image shows a close-up of a frying pan on a stove, where a person is using wooden chopsticks to stir a yellow mixture, which appears to be scrambled eggs."
WTf5EgVY5uU_32_52,The image shows a close-up of a person's hand holding a knife and slicing a green and white onion on a wooden cutting board.
WTf5EgVY5uU_33_39,The image shows a close-up of a person's hand pressing down on a white onion on a wooden cutting board. The hand appears to be in the process of slicing the onion.
WTf5EgVY5uU_54_58,The image shows a close-up of a person's hand pressing down on a stack of sliced white mushrooms on a wooden surface.
WTf5EgVY5uU_58_76,The image shows a close-up of a person's hand using a knife to cut a piece of garlic on a wooden cutting board.
WTf5EgVY5uU_66_75,The image shows a close-up of a person's hand using a large knife to cut a piece of garlic on a wooden cutting board. The garlic is being sliced into smaller pieces.
WTf5EgVY5uU_76_83,The image shows a close-up of a person's hand holding a knife over a small pile of brownish powder on a wooden surface. The hand appears to be in the process of chopping or grinding the powder.
WTf5EgVY5uU_94_98,The image shows a close-up of a person's hands holding a small glass bowl filled with green peas. The person appears to be in the process of either placing or removing the peas from the bowl.
WTf5EgVY5uU_98_104,The image shows a close-up of a person's hands cracking an egg into a glass bowl on a wooden surface.
WTx-K045yQM_85_98,"The image shows a close-up of a person's hand holding a halved red tomato over a white cutting board. The person is using a knife to slice the tomato into thin, even slices. The background is blurred, but it appears to be a kitchen setting."
WV9K6MbLjHA_106_116,"In the image, a person is riding a white horse across a lush green field. The rider is dressed in a white shirt and dark pants, and the horse appears to be trotting at a leisurely pace. The field is bordered by a line of trees, and the sky overhead is filled with clouds, suggesting an"
WWf0Z6ak3Dg_5_15,"In the image, a dog is playing with a blue ball on a grassy field. The dog is chasing the ball, and there are trees and a fence in the background. The sky is clear and blue."
WZTGqvbqOFE_28_34,"In the image, a person is riding a motorcycle down a street. The person is wearing a white jacket and a black hat. The motorcycle is silver and the person is holding onto the handlebars. In the background, there are houses and a car parked on the side of the street."
W_iR4YVCxUY_8_15,"In the image, a black dog with a silver chain collar is lying on a bed next to a stuffed toy. The dog appears to be resting or sleeping, with its head resting on the stuffed toy. The bed has a red blanket, and there is a person partially visible in the background."
WeOU0Iba1Xg_1_30,"In the image, a person is riding a brown horse in a grassy area with trees in the background. The person is holding the reins and appears to be enjoying the ride."
WinaH9SkW9c_11_38,A man in a blue shirt and jeans is riding a light brown horse in a fenced area with trees in the background. The man is holding the reins and appears to be guiding the horse.
Wnz3IevSNg0_1_8,"In the image, a solitary figure clad in winter gear is seen traversing a vast expanse of snow-covered ground. The individual appears to be engaged in some form of outdoor activity, possibly related to ice fishing, as suggested by the presence of what looks like a fishing rod in their hand. The scene is set against"
WpB4-eLyiBc_10_20,A man in a white t-shirt is playing a brown acoustic guitar in a room filled with guitars on the wall.
WqQonRVs7WA_0_10,"The image captures a close-up of a small, furry animal, possibly a cat or a dog, with its mouth open as it appears to be biting or chewing on an object, which could be a toy or a piece of food. The animal is standing on a blue surface, possibly a chair or a bench, with"
WqwcWk1In_g_46_54,"The image features a close-up of a cow's head, with the cow looking directly at the camera. The cow appears to be wearing a halter. The background is a clear blue sky with some trees visible in the distance."
WrsS6X-FB-I_30_47,"The image shows a close-up of a person's hands slicing a loaf of bread on a wooden cutting board. The person is using a knife to cut through the bread, and there is another piece of bread on the left side of the cutting board. The background is blurred, but it appears to be a kitchen setting."
Wv3u2q3oGeU_35_45,"The image shows a person playing a keyboard in a room with electronic equipment in the background. The person's hands are on the keys of the keyboard, and they appear to be in the middle of a performance or practice session."
WyIqGyj21Dk_0_10,The image shows a person's hand holding a black pen over a United States one-dollar bill. The hand appears to be in the process of writing or marking the bill with the pen.
X0UJaprpxrk_18_26,"The image shows two individuals dressed in diving suits, one of whom is holding a diving mask. They are seated inside what appears to be a diving cage, with the background suggesting an outdoor setting with a clear sky."
X4yzrIc072w_4_20,"Two men are in a room. One man is standing and looking at the other man who is sitting on the floor. The standing man is wearing a white t-shirt and a baseball cap, while the sitting man is wearing a white t-shirt and a white baseball cap. There is a blue shirt hanging on a hanger"
X56XkGFe7OY_47_61,"In the image, a raccoon is sitting on the ground, surrounded by a pile of nuts. The raccoon appears to be eating or inspecting the nuts."
X6uJyuD_Zso_3_17,The image captures a close-up of a person's hands using a large knife to slice a white onion on a wooden cutting board. The scene is set in a kitchen with a sink visible in the background.
X7sQq-Iu1gQ_12_22,"In the image, a man is standing in front of a microphone, seemingly in the middle of a performance. He is wearing a dark-colored shirt and a baseball cap, and his eyes are closed as he appears to be singing or speaking into the microphone. The background is dimly lit, suggesting an indoor setting, possibly"
X98fLZHIzWQ_15_20,"The image shows a white cat with black spots playing with a cardboard box on the floor. The cat is sniffing and pawing at the box, which has the word ""FANCY"" printed on it."
XEOH3t5AYY0_22_29,"In the image, a man wearing a red shirt and khaki pants is riding a bicycle on a paved surface. The background features a grassy area with trees and a clear sky."
XNV7hKVu-Xg_40_47,"The image is a black and white photograph of a group of people riding horses across a grassy field. The riders are dressed in period-appropriate attire, including wide-brimmed hats and long coats. The horses appear to be galloping, and the riders seem to be in motion, suggesting a sense of urgency"
XNzXXiE6qR4_0_10,"In the image, a black dog is seen riding a skateboard down a street. The dog appears to be in motion, with its front paws on the skateboard and its hind legs lifted off the ground. In the background, there is a blurred figure of a person walking, and a sign with the word ""forever"
XOAgUVVwKEA_8_20,"In the image, a young child is seated in a high chair, smeared with food. The child appears to be in the middle of eating, with their hands covered in the remnants of the meal."
XZ0Ch_ClBfo_120_127,"In the image, a group of people are swimming in a pool, with one person in the center holding onto another person's arm. The water is a vibrant pink color, and the scene is framed by a large circle in the center. The people appear to be enjoying their time in the water."
X_NLV2KCnIE_60_70,"The image captures a close-up view of a tree with lush green leaves, set against a clear blue sky. The tree appears to be in full bloom, suggesting it might be spring or summer. There are no other discernible objects or actions in the image. The focus is solely on the tree and its vibrant foliage."
XdB0pVjFYoU_1_8,"In the image, a small monkey is being held by a person wearing a green shirt with a name tag that reads ""ZSL"" and ""Andrea Petty"". The monkey is being gently cradled in the person's hands."
Xh6rdpJNaf0_0_15,"In the image, a small white rabbit is sitting on a wooden floor against a wooden wall. The rabbit appears to be sniffing the floor, possibly exploring its surroundings."
Xp6rxW4hFFo_32_40,"The image shows a man wearing sunglasses and a cap, standing outdoors with a clear blue sky in the background. He is holding a straw in his mouth and appears to be looking upwards, possibly observing something in the sky."
XtQdAPV2UZs_4_11,"In the image, a person wearing a black shirt and blue jeans is standing next to a black car on a grassy lawn. The car has its hood open, and the person appears to be inspecting or working on it."
Xvy21KrDv8I_0_10,"In the image, a small badger is standing on a mound of dirt in a grassy area with yellow flowers. The badger is facing the camera, and there is a logo in the bottom left corner that reads ""MDCMO.GOV""."
Xwrl4htUPjo_22_38,"The image shows a close-up of a person's hand using chopsticks to stir a yellow mixture in a pan, which appears to be scrambled eggs."
Xxcv5jvRmcg_39_46,"The image shows two individuals in a kitchen, one of whom is holding a large lobster. The text overlay on the image reads, ""The lobster should be hard and heavy."""
XzCcRzEa83U_1_8,"The image captures a moment in a zoo enclosure where a large animal, possibly a rhinoceros, is walking across a grassy area. The animal is moving towards the right side of the frame, with its body partially obscured by a large rock. The background is filled with lush greenery, including trees and bushes"
XzCcRzEa83U_39_46,"In the image, a white goose is seen walking across a grassy field, moving towards the right side of the frame."
Y4BeJ-64294_20_30,"The image shows a person aiming a firearm at a target in a wooded area. The person is wearing a cap and glasses, and the target is emitting a significant amount of smoke."
Y4gaJn0wlDE_0_10,"The image shows a small, light brown rabbit sitting on a bed with a floral patterned blanket. The rabbit is facing the camera, and its ears are perked up."
YAud4eS3DoA_54_65,"The image shows a close-up of a flatbread dough being rolled out on a floured surface, with a wooden rolling pin resting on top of the dough. The scene is set against a black background, and there are Arabic text overlays at the bottom of the image."
YEmS8ZQIhTA_7_20,"In the image, two basketball players are engaged in a game on a basketball court. One player is wearing a white uniform with blue accents, while the other player is in a red uniform with white accents. The player in the white uniform is dribbling the basketball, while the player in the red uniform is attempting to block"
YJ2aGe7CLBo_25_35,"A young boy is sitting on the floor in front of a window, playing with a toy phone."
YRSOc193Pxc_68_73,"The image shows a person wearing glasses and a plaid shirt, sitting in front of a table with various items on it, including books and a vase with flowers. The person appears to be engaged in an activity, possibly reading or examining the items on the table."
YS1mzzhmWWA_9_16,The image shows a person in a white chef's coat chopping a carrot on a white cutting board. The person is using a green vegetable peeler to remove the outer layers of the carrot.
YUlG_PKzpvc_0_8,"The image shows a large group of penguins standing close together on a snowy surface. The penguins are predominantly white with black markings on their heads and necks, and they appear to be looking in the same direction, possibly towards the camera or another point of interest."
YXixZrSxefk_17_48,"The image shows a person in the process of slicing potatoes on a wooden cutting board. The person is using a large knife to cut the potatoes into thin, even slices. The cutting board is placed on a countertop, and the person is wearing a watch on their left wrist."
YXixZrSxefk_49_59,"In the image, a person is peeling potatoes in a white bowl using their hands. The person is wearing a silver watch on their left wrist. The bowl is placed on a wooden cutting board."
YXixZrSxefk_6_15,"The image shows a person peeling a potato on a wooden cutting board. The person is using a metal peeler to remove the potato's skin, and there are several potato peels scattered on the cutting board. The person's hands are visible, and they are focused on the task at hand."
YZ0-6hdQ0mU_0_3,"The image shows a close-up of a person's hand tying the laces of a black Converse sneaker. The sneaker is positioned on a carpeted floor, and the background is out of focus, drawing attention to the action of tying the shoe."
Ya-MkA187c8_36_45,"In the image, a person is standing in a room with a red wall and white wainscoting. They are holding a guitar and appear to be playing it. The person is wearing a black tank top and black pants."
YersIyzsOpc_15_30,"In the image, a person is lying on a bed in a bedroom, surrounded by various items such as a blanket, a pillow, and a lamp. The person appears to be in a state of rest or sleep, with their head resting on the pillow and their body partially covered by the blanket. The room has two"
Yh2N6ZtRBdU_110_120,"The image shows a close-up of a person's face, with a blurred background that suggests an outdoor setting. The person appears to be looking down, possibly at something in their hands or on the ground. The focus is on the person's face, and there are no other discernible objects or actions in the image."
Ylb4pnW-jP4_102_113,"The image shows a person descending a set of stairs. The person is wearing dark pants and light-colored shoes. The stairs appear to be made of concrete or a similar material, and the lighting is dim, suggesting it might be evening or nighttime."
YmXCfQm0_CA_109_120,"A person in an orange vest and camouflage pants is kneeling beside a dead deer on a forest floor covered with fallen leaves. The person is petting the deer's head, and the deer is lying on its side."
YmXCfQm0_CA_140_156,"The image captures a tranquil scene in a forest during autumn. The trees, adorned with leaves in shades of orange and yellow, stand tall against the backdrop of a clear blue sky. The sunlight filters through the branches, casting a warm glow on the leaves and creating a beautiful contrast with the cool blue of the sky. The"
YmXCfQm0_CA_277_284,"The image captures a close-up view of a black and white striped snake slithering through a pile of dry leaves. The snake appears to be in motion, with its body partially hidden among the leaves."
YmXCfQm0_CA_50_57,"In the image, a person is seen walking through a forest during autumn, surrounded by trees with leaves in shades of yellow, orange, and green. The person is wearing a blue jacket and appears to be carrying a backpack. The ground is covered with fallen leaves, and the sunlight filters through the trees, creating a warm"
YmXCfQm0_CA_68_75,"In the image, a person is standing amidst a forest filled with fallen leaves, surrounded by tall trees. The person is holding a blue and green backpack, and there is a large bird perched on a branch in the background."
YmXCfQm0_CA_7_16,"The image captures a tranquil scene of a small village nestled on the shore of a calm body of water. The village consists of several white buildings, including a prominent white church with a steeple, surrounded by lush greenery. The sky above is overcast, casting a soft, diffused light over the landscape."
YndZ9YulpTo_61_76,"The image shows a close-up of a cutting board with various chopped vegetables, including sliced tomatoes, onions, and potatoes. A hand is seen using a knife to cut the vegetables on the board."
YwmUgVrUJ4I_0_15,"The image shows a close-up of a person's midsection, focusing on their chest and upper abdomen. The person is wearing a grey bra with a bow at the front. The background is indistinct, but it appears to be an indoor setting with a white wall. The person's skin tone is light, and"
Z-An1QQ66f0_13_25,"In the image, a person is riding a motorcycle down a street lined with buildings and trees. The rider is wearing a helmet and appears to be in motion."
Z10_CDPQKKs_1_6,"In the image, a person is lying on their back on a green artificial turf field, while another person in a green shirt and blue shorts stands nearby. The person on the ground is wearing a blue shirt, jeans, and sneakers, while the person standing is wearing a green shirt, blue shorts, and white sneakers."
Z19zFlPah-o_6_11,"The image features a castle-like structure with a pointed roof and multiple chimneys, set against a clear blue sky with a few scattered clouds. The structure is silhouetted against the sky, emphasizing its architectural details."
Z3XarHZ3HpY_10_17,"The image shows a tiger walking through a grassy area with trees in the background. The tiger is the main subject of the image, and it appears to be moving forward with its head turned slightly to the side."
Z3m9V8qPXhQ_13_24,"The image shows a person playing a drum set on a stage, with the name ""Johnny Rabbo"" displayed in white text at the bottom. The drummer is wearing a black shirt and appears to be in the middle of a performance."
Z3rj9LbCOaM_0_12,"The image shows a group of otters swimming in a body of water. There are at least four otters visible, with some closer to the camera and others further away. The water appears to be murky, and the otters seem to be exploring or playing in the water."
Z8rTzW9Gb6Y_116_123,The image shows a woman in a red top eating a slice of pizza. She is standing in a room with curtains and framed pictures on the wall.
ZDoy9S82ETA_5_15,"The image captures a dynamic scene of an off-road vehicle, likely a dirt bike, navigating a steep, rocky hillside. The vehicle is in motion, kicking up a significant amount of dust as it ascends and descends the slope. The surrounding environment is lush with greenery, indicating a forested area. The"
ZK4W-2ifl6I_1_28,"The image features a light-colored dog, possibly a Labrador Retriever, sitting in a white plastic tub filled with water. The dog appears to be enjoying a bath, with water splashing around it. The setting is outdoors, with a grassy area and a brick pathway visible in the background."
ZL7P_XmSnEY_205_209,"The image shows a close-up view of a body of water, possibly a river or a lake, with waves and ripples indicating movement. The water appears to be murky, suggesting it might be a natural body of water rather than a man-made one. In the top left corner, there is a watermark that reads """
ZN2_czSBSD0_240_250,"The image captures a dramatic scene of a large, towering tornado in the distance, with a person standing in the foreground. The person appears to be observing the tornado from a safe distance. The sky is overcast, and the ground is covered in dry grass, suggesting a rural or agricultural setting."
ZYaxg5NZW_g_21_27,"The image features a close-up of a small, furry animal with large, round eyes. The animal appears to be a primate, possibly a baboon or a similar species, and it is looking directly at the camera. The background is blurred, but it seems to be a natural, outdoor setting with greenery."
ZbtpcGi2DWY_161_170,"In the image, a polar bear is seen walking on rocky terrain. The bear's fur is predominantly white, but there are patches of brown on its back and legs. The bear appears to be moving towards the right side of the image. In the bottom right corner of the image, the text ""Wild Chronicles"" is"
ZbtpcGi2DWY_56_62,"In the image, a polar bear is seen walking across a snowy landscape. The bear is moving towards the right side of the frame, leaving a trail of snow behind it. The background is a vast expanse of white snow, with no other objects or animals visible in the immediate vicinity. The polar bear appears to be"
ZbzDGXEwtGc_6_15,"The image captures a South African Airways Boeing 747-400 aircraft in flight against a clear blue sky. The aircraft is a large, white, four-engine jet with the airline's logo on the tail and the words ""South African Airways"" written on the fuselage. The plane is captured mid-flight"
ZdNP0dXCx2I_78_90,"The image shows two individuals, a man and a woman, seated in a car. The man is on the left side of the frame, wearing a green shirt, and the woman is on the right, wearing a blue blazer over a white shirt. They appear to be engaged in a conversation, with the man looking"
ZdlG8fjGJlo_78_87,"The image shows a person chopping vegetables on a wooden cutting board in a kitchen, with a blender in the background. The person is wearing a blue long-sleeve shirt and is focused on preparing ingredients for a meal."
Zg0p5TXi_Cc_30_46,"In the image, a person wearing a gray sweatshirt is cleaning a white refrigerator. The person is using a white cloth to wipe the surface of the refrigerator."
ZlX_Gy4HP2E_38_55,"The image shows a woman in a blue tank top and gray pants standing in a room with her arms outstretched. She appears to be in the middle of a dance or exercise routine. In the background, there are two wicker baskets and a whiteboard on the wall. The website ""www.SparkPeople.com"
ZnLgsasu82g_71_81,"The image captures a dynamic scene of a person performing a bicycle stunt in mid-air, leaping over a black metal fence in front of a row of multi-story residential buildings. The cyclist is wearing a dark shirt and jeans, and the bicycle is blue. The background features a speed limit sign indicating a 30 mph"
Zoz0HcCB1vU_0_10,"In the image, a person is pulling a sled with several dogs harnessed to it, gliding across a snow-covered landscape under a clear blue sky. The dogs appear to be working in unison to pull the sled forward."
Zqmx-nXhLAg_0_10,"In the image, a small white dog with black spots is being held by a person. The dog is wearing a red collar and appears to be eating something from a bowl. The person holding the dog is wearing a striped shirt. In the background, there is a wicker chair and a sign with a star on it"
ZsrPKtx0qyg_7_15,"A black and brown dog is lying on a beige carpeted staircase, appearing to be resting or sleeping."
ZvJvNcukZ4w_0_10,"In the image, a raccoon is sitting on a concrete surface, surrounded by scattered debris and a yellow hose. The raccoon appears to be interacting with the debris, possibly playing or searching for something."
ZxqkAGNyo8A_12_22,"The image shows a young child sitting on a bed, playing with a colorful toy keyboard. The child is wearing a yellow sleeveless top and has black hair tied back with a green hair tie."
_0nX-El-ySo_83_93,"A man is seated at a wooden table, engrossed in writing in a notebook. The table is cluttered with various items, including a water bottle, a thermos, and a roll of tape. In the background, there is a wooden cabinet with decorative items on top."
_1vy2HIN60A_32_40,"The image shows a person walking through an office, holding a colorful bag with a plaid pattern. The person is wearing black pants, a white shirt, and white socks. The office has a desk with papers and books, a chair, and a door in the background."
_6OTzzK7t9Y_158_170,"A man is seated at a white piano, playing it with his hands. He is wearing a black shirt and appears to be focused on his performance."
_6OTzzK7t9Y_73_78,"A person is whisking a mixture in a bowl on a kitchen counter, with a bowl of eggs, a small bowl of flour, and a brown towel nearby. The person is wearing a black shirt."
_7nP9z6T9m8_11_17,"In the image, a person is lying on the ground in front of a yellow road sign with the text ""A 100 m"" and ""HOSTED AT NOTHINGTOXIC.COM"". Another person is riding a bicycle in the background."
_9iG5Ge01PM_3_11,"The image features a small, fluffy kitten with a mix of gray and white fur, sitting on a floral-patterned surface. The kitten appears to be resting or sleeping, with its eyes closed and a relaxed posture."
_JVxurtGIhI_32_42,"In the image, a woman is standing on a stage, holding a microphone, and appears to be speaking or singing. The background is dark, and there is a watermark in the top right corner that reads ""Aarthee."""
_JorUS-8Nlg_63_73,"The image shows a group of people riding on the back of a bus, which is filled to the brim with passengers. The bus is traveling down a rural road, surrounded by lush greenery and yellow flowers. The passengers are dressed in casual clothing, and some are holding umbrellas. The scene conveys a sense"
_KMoC6ZdeXs_10_16,"A man is seated in a room, playing a light-colored acoustic guitar. The room is cluttered with various items, including books, papers, and a clock on the wall. The man is focused on his playing, with his fingers pressing down on the strings of the guitar."
_O9kWD8nuRU_16_23,"A woman in a white long-sleeve shirt is chopping food on a wooden cutting board in a kitchen, with a small dog sitting on the counter next to her. In the background, there is a microwave, a bowl of fruit, and a vase with pink flowers."
_O9kWD8nuRU_25_35,"A woman in a white long-sleeve shirt is standing in a kitchen, preparing food on a wooden cutting board. She is surrounded by various kitchen items, including a microwave, a bowl of fruit, and a vase with pink flowers. There is also a poodle sitting on the counter next to her."
_O9kWD8nuRU_37_43,"A woman in a white long-sleeve shirt is preparing food in a kitchen, with a small dog sitting on the counter next to her. The kitchen is equipped with a microwave, a bowl of fruits, and a vase with pink flowers."
_O9kWD8nuRU_45_49,The image shows a close-up of a person's hands using a large knife to cut a potato on a wooden cutting board.
_O9kWD8nuRU_50_56,The image shows a close-up of a person's hand using a large knife to cut a white vegetable on a wooden cutting board. The knife is being used to slice the vegetable into smaller pieces.
_O9kWD8nuRU_70_76,The image shows a close-up of a person's hands slicing a potato on a wooden cutting board. The person is using a large knife to cut the potato into smaller pieces.
_O9kWD8nuRU_77_81,"A woman in a white long-sleeve shirt is preparing food in a kitchen, with a small gray dog standing on the counter next to her. She is chopping ingredients on a wooden cutting board, and there are various kitchen items in the background, including a microwave, a bowl of fruit, and a vase with pink"
_OBlgSz8sSM_15_32,"In the image, two young children are sitting on a couch. The child on the left is wearing a blue shirt with white text, while the child on the right is wearing a white shirt. The child on the right is touching their face with their hand."
_QJbjKkfdcs_52_57,"The image shows a man playing a violin on a stage, with a woman in the background. The man is wearing a white shirt and appears to be focused on his performance."
_SNE2MYAotU_41_49,"In the image, a small, light brown primate is being gently petted by a human hand. The primate is sitting on a green blanket adorned with pink and white floral patterns. The interaction between the human and the primate is heartwarming, capturing a moment of connection and affection."
_UqnTFs1BLc_23_27,"The image shows a young child, likely a toddler, drinking from an orange cup at a sink. The child is wearing a pink and white striped long-sleeve shirt. The sink is white, and there is a pink towel hanging on the wall behind the child."
_WRC7HXBJpU_360_370,"The image shows a close-up of a frying pan on a stove, with a wooden spatula being used to stir the contents of the pan. The pan contains a bubbling mixture, possibly oil or butter, and the spatula is being used to stir it, likely to ensure even cooking."
_WRC7HXBJpU_386_391,"The image shows a close-up of a frying pan on a stove, with a box of RICE RONI seasoning placed on top of the pan. The box is red with white and yellow text, and it reads ""RICE RONI"" and ""20% MORE!"""
_WRC7HXBJpU_395_401,"The image shows a close-up of a frying pan on a stove, where shredded cheese is being sautéed. A wooden spatula is being used to stir the cheese as it cooks."
_WRC7HXBJpU_414_425,"The image shows a close-up of a black frying pan on a stove, filled with cooked rice. A measuring cup filled with water is being poured into the pan, creating a small pool of water on top of the rice."
_WRC7HXBJpU_451_464,"The image shows a close-up of a frying pan on a stove, with two pieces of meat being cooked. One piece of meat is being lifted out of the pan with tongs, while the other piece is placed on a white plate beside the pan."
_ZwwKOzpt2I_69_76,"In the image, a person is skillfully slicing a piece of raw red meat on a white cutting board. To the right of the cutting board, there is a stack of blue and white ceramic plates and a black bowl with a blue design. The person is using a sharp knife to make precise cuts into the meat."
_o1UXSxTjfo_68_80,"In the image, a man with a shaved head is standing against a corrugated metal wall. He is wearing a dark jacket and appears to be speaking or gesturing with his hands."
_pBeOAMjGm8_1_18,"The image shows a person sitting on a chair, playing a light-colored acoustic guitar. The individual is wearing a blue shirt and gray pants. The setting appears to be a room with a door and curtains in the background."
_pj2Nutu5v8_1_8,"The image shows a young child wearing a headset and a green sweatshirt with the words ""Say Fire Truck"" printed on it. The child appears to be in a room with a beige wall, and there is a website address visible in the bottom left corner of the image."
_sJ_09Mf1HY_49_72,"In the center of the image, a man dressed in a black and yellow shirt is energetically kicking a soccer ball on a black and white mat. He is surrounded by a crowd of onlookers who are attentively watching his performance. The atmosphere appears to be one of excitement and anticipation."
_txL575S_OA_13_23,"In the image, a herd of zebras is grazing in a dry, grassy field. The zebras are spread out across the field, with some closer to the foreground and others further in the background. One zebra in the center of the image is looking directly at the camera, while others are facing away or"
_xf24TYgbuY_14_20,"The image captures a close-up view of a white, textured fabric, possibly a piece of clothing or a napkin, laid out on a wooden surface. The fabric appears to be slightly wrinkled, suggesting it may have been recently used or is in the process of being folded."
_yUiusXxfWI_150_165,"In the image, a person is kneeling on a grassy lawn, holding a bundle of dried grass. They are pouring the dried grass into a black fire pit. The fire pit is surrounded by a wooden stump, and there is a small metal object on the stump. The person appears to be in the process of preparing"
a-cek0mvXxE_15_25,"A man in a blue shirt and jeans is standing in a room, holding a yellow extension cord and using a vacuum cleaner to clean the floor."
a0g7wtBkS98_34_42,"In the image, a person is seen swimming in a body of water, creating a circular ripple pattern as they move through the water. The water appears to be a greenish-blue color, and the person is wearing a dark-colored swimsuit."
a1Y73sPHKxw_0_5,"The image features a close-up of a small, furry animal with large, expressive eyes. The animal appears to be a rodent, possibly a mouse or rat, with a light brown coat. The background is a simple, solid blue color, which contrasts with the animal's fur. The animal's eyes are wide open"
a1i6T160REQ_5_18,"In the image, a man in a blue tank top and gray pants is crouching on the grass, feeding a kangaroo with a stick. The kangaroo is brown and appears to be eating from the man's hand. The background is a grassy field with some scattered leaves."
a28s_wyqkyc_68_77,"In the image, a man dressed in a dark suit and tie is seen running down a road. The road is bordered by guardrails on both sides, and there are trees in the background. The man appears to be in motion, with his arms outstretched and his head turned to the side."
a8PAY4rvzRM_1_10,"In the image, a brown chicken with a red comb is pecking at a cardboard box on a concrete surface. The chicken appears to be searching for food inside the box."
aA05I5QaZnM_66_75,"The image shows a woman with long dark hair, wearing a yellow top, standing in a kitchen. She is holding a hairbrush and appears to be brushing her hair. There is text overlaid on the image that reads, ""Use the same technique as in my 'pageboy' tutorial..."""
aC-KOYQsIvU_25_31,"The image shows a close-up of a hand stirring a pot of water on a stove. The pot is placed on a burner, and the hand is using a wooden spoon to mix the contents of the pot."
aCKNdip53W4_0_25,The image shows a young child sitting on a blue rug in a room with a patterned couch in the background. The child is wearing a red shirt and black shorts.
aDjNl5gs4nM_18_47,The image shows a close-up of a person's hand using a large knife to slice a yellow onion on a wooden cutting board.
aGUx0QOKWXw_7_12,"In this black and white image, a man and a woman are seated on a couch in a living room. The man is wearing a suit and tie, while the woman is dressed in a patterned dress. They appear to be engaged in a conversation, with the man gesturing with his hands as he speaks."
aHiUM8uWxxo_17_25,"In the image, two men are standing in a grassy field with a cloudy sky in the background. One man is holding up a blue and white model airplane, while the other man watches. The man with the airplane is wearing a striped shirt."
aJoDt4DMkFU_118_124,A person is sewing a piece of fabric with a floral pattern on a white sewing machine on a wooden table.
aK8liAv-28s_72_82,"The image captures a lively scene inside a store, where a large, colorful dragon decoration is the center of attention. The dragon, adorned with intricate patterns and vibrant colors, is surrounded by other decorations, creating a festive atmosphere. A group of people can be seen in the background, adding to the bustling ambiance of the store"
aM-RcQj0a7I_37_55,"The image shows a close-up of a pot on an electric stove, filled with boiling water. A ladle is being used to stir the contents of the pot, likely to ensure the water is evenly heated. The steam rising from the pot indicates that the water is at a high temperature."
aN0WsBcja_E_0_15,A Siamese cat is playing with a feather toy on a wooden floor in a room with a radiator and a broom in the background.
aQWCKcg0VRU_321_339,"In the image, a person is using a wooden spoon to stir a dark brown liquid in a white bucket. The liquid appears to be thick and viscous, suggesting it could be a sauce or a thickening agent. The person's hand is visible, holding the wooden spoon, and the bucket is placed on a surface"
aRo8x3xXeEA_3_8,"In the image, a snowboarder is performing a trick on a wooden structure in a snowy mountainous area. The snowboarder is suspended upside down in mid-air, with the snowboard attached to their feet. A person stands nearby, observing the trick. The sky is overcast, and the surrounding landscape is"
aeA-HN7BMdo_16_33,"The image shows a close-up of a person's hand using a knife to slice a green vegetable on a wooden cutting board. To the left of the knife, there is a whole white onion."
aeA-HN7BMdo_34_41,The image shows a close-up of a person's hands chopping broccoli on a wooden cutting board. The person is using a large knife to cut the florets into smaller pieces.
aeA-HN7BMdo_52_58,"The image shows a close-up of a person's hand using a knife to cut a halved red tomato on a green cutting board. The knife is positioned diagonally across the tomato, and the hand is holding the tomato steady while the knife slices through it."
akXjIEoecNs_2_12,"In the image, a person is seated at a keyboard, playing it with their hands. The keyboard is black with white keys, and the person is wearing a white shirt. The background is a plain white wall."
ao-9B8IV9_E_108_119,"In the image, a person with blonde hair is sitting in front of a wire fence, interacting with a black bear that is behind the fence. The person appears to be petting the bear, and there is a watermark in the top right corner that reads ""Hosted @ www.megasite.tk."""
